,Lijst van personen
19153,Najib Cherradi
19154,Jason Kittelberger
19155,Lieneke Le Roux
19156,Aylin Yay
19157,Malve Lippman
19158,Osama Kamaledin
19159,Frans Vos
19160,Brigitte De Man
19161,Marc Ortmans
19162,Stefaan Van De Ginste
19163,Jonas Tavernier
19164,Leen Teunkens
19165,Kamiel Heremans
19166,Richard Clement
19167,Giovanna Donadini
19168,Patrick Deleu
19169,Stijn Steyaert
19170,Cédric Coomans
19171,Tessa Vanhees
19172,Sara Bomans
19173,Christian Gmünder
19174,Christian Baets
19175,Tom Van Imschoot
19176,Tim Briers
19177,Inge Kerfs
19178,Johanna Vandenbulcke
19179,Kazunari Abe
19180,Dominic Depreeuw
19181,Hayley Earlam
19182,Yuval Lev
19183,Turul Yücesan
19184,Katrien Van den Eynde
19185,Steve Romanus
19186,Dieter Eichmann
19187,Koen Quintyn
19188,Nid & Sancy 
19189,Jean Ann Garrish
19190,Rudolf Tesnohlídek
19191,Sheila Bosman
19192,Margerita Sanders
19193,Frederik Jassogne
19194,Marianne Hellgren
19195,Nadia Tsulukidze
19196,William Basinski
19197,Nathalie Maréchal
19198,Janeth Mulapha
19199,Jean-Yves Evrard
19200,Glenn Winslade
19201,Edith Haller
19202,Uwe Peper
19203,Griet Heyerick
19204,Lester De Block
19205,Ellen Stijnen
19206,Ludwig Billiet
19207,Luk D'Heu
19208,Dany Lyne
19209,Tjauw Liem
19210,Ellen Vrijsen
19211,Hanne Van Waeyenberge
19212,Hannelore Vandepitte
19213,Palle Knudsen
19214,Arne Kinds
19215,Christiane Karg
19216,Karel Van Campen
19217,Willy Le Grand
19218,Ward Weis
19219,Rien Bekkers
19220,Roni Toren
19221,Koen Van Synghel
19222,Tosui Suzuki
19223, Steven
19224,Gust Nulens
19225,Daniel Kirch
19226,Raf Vantuykom
19227,Piet Decalf
19228,Duane Schuler
19229,Mark Verhelst
19230,Daïef Preshini
19231,Farman Xelani
19232,Fons Merkies
19233,Charles Nicholl
19234,Katrien De Winter
19235,Ian Garside
19236,John Van Eyck
19237,Urška Vohar
19238,Hans Looye
19239,Chris Copland
19240,Thomas Demay
19241,Godelieva Thys
19242,Guido Wevers
19243,Marjolijn Hectors
19244,R. Matuke
19245,Joachim Brackx
19246,Dorien Schampaert
19247,Chiem Van Houwelinge
19248,Iris Van Straten
19249,Antoine Vanderauwera
19250,Hilde Meewis
19251,Danny Rosseel
19252,Majida Marwane
19253,Thomas Walgrave
19254,Viola Baroncelli
19255,Philippe Malfeyt
19256,Arne Schögler
19257,Adam Dehaspe
19258,Jevgeni Polikanin
19259,Besem Al-Tayeb
19260,Lore van den Brempt
19261,Sofie Van Loo
19262,Tobias Staab
19263,Luc Koyen
19264,Zachary Oberzan
19265,Sven Belaey
19266,Samir abou Jaoudé
19267,Sven Nordqvist
19268,Michaela Kaune
19269,Martin McDonagh
19270,Sasha Vincke
19271,Karina Holla
19272,Stefanie Le Bon
19273,Luk Vanborm
19274,Christine Germonprez
19275,Rufus Hegeman
19276,David Weber-Krebs
19277,John Maybury
19278,Tom Buytaert
19279,Margarida Natividade
19280,Ana Misenga Kilubusha
19281,Lieva De Beuckelaere
19282,Yves Saelens
19283,Mark Twain
19284,Fré Madou
19285,Katelijne Bax
19286,Veronique Vancoppenholle
19287,Bruno Bressanutti
19288,Mayte Correas
19289,Stijn van de Wiel
19290,Marion Tiedtke
19291,Mark Oldfield
19292,Alexandra Oppo
19293,Filip Neyens
19294,Adrienne Altenhaus
19295,Anja Holbrechts
19296,Milly Jennes
19297,Claire Brua
19298,Bart Neufkens
19299,Don Barthelme
19300,Manoe Frateur
19301,Dea Loher
19302,Kathy Simoens
19303,Katie Mitchell
19304,Inge De Grijze
19305,Jo Scolo
19306,Nicky Shaw
19307,Guy Cuyvers
19308,Laura Seys
19309,Tjeerd Oostendorp
19310,Cathérine Debergue
19311,Lieven Delporte
19312,Charlotte Van den Broeck
19313,Katrien De Jonge
19314,Jochen Noch
19315,Irvine Welsh
19316,Elisabeth Houtart
19317,Lore Suls
19318,Dawid Zakowski
19319,Ansgar Kluge
19320,Frank Timpe
19321,Sir Henry
19322,Marc De Maesseneer
19323,Yvonne Peiren
19324,Karel Willems
19325,Chaïma Buzyarsest
19326,Martin Zysset
19327,Pieter Verhaege
19328,André Gingras
19329,Patrick van Ommeslaege
19330,Baran Ozdemir
19331,Dimitri Tiliakos
19332,Richard Dierick
19333,Cécile Loyer
19334,Robbe Vergauwen
19335,Eva Maes
19336,Karin Van Assche
19337,Bob Stoop
19338,Tim Dentijn
19339,Ann Janssens
19340,Soja Smoljaninova
19341,Maya Weiser
19342,Wanda Joosten
19343,Dirk Thielemans
19344,Jurgen Persyn
19345,Rudi Genbrugge
19346,Kees Van Der Vooren
19347,László Katona
19348,Kathleen Everaerts
19349,Wouter De Winne
19350,Tine Wellens
19351,Olivier Fredj
19352,Jakub Truszkowski
19353,Ingeborg Lievens
19354,John Avery
19355,Sarah Vanbelle
19356,Jean Penxten
19357,Herbert Flack
19358,Yoana Le Forestier
19359,Sylvia Hermans
19360,Stijn Schiffeleers
19361,Keso Dekker
19362,Jonathan De Ceuster
19363,Ethna Robinson
19364, Aristophanes
19365,Gaetano Bruno
19366,Amaro Mano
19367,Arthur Boni
19368,Rudi Giron
19369,Seppe Decubber
19370,Lyndy Simons
19371,Anna Radziejenska
19372,André Erlen
19373,Bart Slegers
19374,Peter Geudens
19375,Patries Vanderschoot
19376,Michel Spang
19377,Miloud Merzguioui
19378,Federico Valenti
19379,Jacques Autreau
19380,Arthur Debski
19381,Eduard Veterman
19382,Sofie Beirnaert
19383,Mana Constantinescu
19384,Luc Hoekman
19385,Sandrine Barlovata
19386,Sven Daese
19387,Carlo Zangarini
19388,Chaim Neiss
19389,Bastiaan Aerts
19390,Thomas Demeulenaere
19391,Dagfinn Johannes Tutturen
19392,Eugène Labiche
19393,Jonathan Schatz
19394,Maxim Mironov
19395,Jamie Bishton
19396,Jeroen Verpoest
19397, Arno
19398,Mark Curtis
19399,Katrien Fransen
19400,Chris Mathieu
19401,Joyce Vanlersberghe
19402,Marlies Van Wielendaele
19403,Koen Kerckhofs
19404,Aiko Tanaka
19405,Charles Van Den Bossche
19406,Jan Otten
19407,Hana Drzewiecka
19408,Marc Van Geldere
19409,Jalal Toufic
19410,Kim Vercruyssen
19411,Richard Jones
19412,Marijn Alexander De Jong
19413,Annelies De Ridder
19414,Umberto Benedetti Michelangeli
19415,Han Kerckhoffs
19416,Jeffrey Lentz
19417,Kaat Gysen
19418,Marc De Coninck
19419,Tim Bogaerts
19420,Yaron Shamir
19421,Philipp Pointner
19422,Scherzi Musicali
19423,Jo Swinnen
19424,Sean Patten
19425,Jonathan Dove
19426,Flor Verschueren
19427,Jaak Van Assche
19428,Tina Ameel
19429,Dominique Pattuelli
19430,Florence De Grande
19431,Mieke Dobbels
19432,Philippe Cappelle
19433,Laurent Naouri
19434,Evelien Vanden Boer
19435,Ismet Kondjelji
19436,Daniel Gazon
19437,Zineb El Kharaj
19438,Johannes Leiacker
19439,Marc Vanhauter
19440,Alexander Krawetz
19441,Tine Priem
19442,Jennifer dela cruz
19443, Yenka
19444,Marlene De Smet
19445,Fati Ben Azouz
19446,Mathieu Moerenhout
19447,Karlijn Hamers
19448,Lien Verlinde
19449,Sally-Jane Van Horenbeeck
19450,Marit Strindlund
19451,Wim Geysen
19452,Alexandra Dementieva
19453,Maaike Wuyts
19454,John Horton Murray
19455,Stijn Westenend
19456,Florian Heyerick
19457,Ivo van Megen
19458,Elisabeth Michiels
19459,Dominique Serron
19460,Edit Kaldor
19461,Mala Kline
19462,Nestor Kouam
19463,Sonia Massou
19464,Anouke De Groot
19465,Johan De Paepe
19466,Helmut Lachenmann
19467,Nathan Horemans
19468,Carlo Ferrante
19469,Antonio Jimenez
19470,François Vaiana
19471,Rebecca Pesce
19472,Arvid Viaene
19473,Stefan Poprawka
19474,Rosa Schützendorf
19475,Nataliya Kovalova
19476,Jean-Paul Pollet
19477,René Vanspauwen
19478,Tuur Marinus
19479,Werner Hintze
19480,Carlo Collodi
19481,Martine Melenhorst
19482,Benedikte Vansteenkiste
19483,Paola Michelini
19484,Maria Carolina Vieira
19485,Peter Van Ewijk
19486,Bruno Deville
19487,Harold Henning
19488,Mónica Lapa
19489,Ingrid Habermann
19490,Andreas Jaeggi
19491,Freek Janssens
19492,Béatrice Didier
19493,Gerda Soors
19494,Melina Jolie
19495,Damien Chevron
19496,Joris Smit
19497,Yannick Joos
19498,Marta Krajnik
19499,Benny Aghassi
19500,Matthieu Bianchi
19501,E.T.A. Hofmann
19502,Elizabeth Vidal
19503,Gian Berto Vanni
19504,Irving Berlin
19505,Laszlo Hudacsek
19506,Joëlle Caron
19507,Lutgarde Pairon
19508,Mathieu Ghekiere
19509,Fre Lemmens
19510,Dirk Ongena
19511,Jean Segani
19512,Frans Meere
19513,Jerko Bozikovic
19514,Christel Borghlevens
19515,Marion Alzieu
19516,Agnès Jaoui
19517,Saskia van Heijster
19518,Arina Akopian
19519,Erwin Wauters
19520,Hans van Manen
19521,Albert van Veenendaal
19522,Milan Herich
19523,Merel Ackx
19524,Michael Blass
19525,Torquato Tasso
19526,Els Dietvorst
19527,Ludo Van Laer
19528,Peter Van Hoesen
19529,Ineke Lievens
19530,Bernard Boudrou
19531,Ana Ibarra
19532,Lara Soenens
19533,Kees Boot
19534,Anders Jacobson
19535,Mizue Hirayama
19536,Mark Eden-Towle
19537,Fran Lomme
19538,Agnes De Graaff
19539,Ope Oyetti
19540,Anna Grevelius
19541,Vincent Focquet
19542,Douglas Nasrawi
19543,Thomas Meynen
19544,Ans Van den Eede
19545,Yf Bourry
19546,Olivier Schalbroek
19547,Timothy McDevitt
19548,Sasa Volný
19549,Guillaume Legras
19550,Marleen Moris
19551,Magda Cnudde
19552,Ronald Burchi
19553,Leïla Houari
19554,Alan Barnes
19555,Kurt Budé
19556,Mary Hegarty
19557,Sara Sampelayo
19558,Samir Ahmidouche
19559,Carol K. Mack
19560,Gregory Servant
19561,Luc Van Riel
19562,Kristel Lamerichs
19563,Nick Slembrouck
19564,Georgiana Laios
19565,Agostino Cavalca
19566,Prosper Mérimée
19567,Eva Kaufmann
19568,Geert Noppe
19569,Muriel Moukawem
19570,Erik Van Herreweghe
19571,Lieve Van Luyck
19572,Roger Compagnie
19573,Guy Verhaegen
19574,Jozef Wouters
19575,Mikael Marklund
19576,Giovanni Cioni
19577,Charlotte Vande Ginste
19578,Matthieu Guénégou
19579,Anna Eiermann
19580,Gilles Cachemaille
19581,Soetmin Demedts
19582,Sonja Van Voorst
19583,Matthew Richardson
19584,Andreas Fratzl
19585,Steve Dempster
19586,Robert Meilleur
19587, Seneca
19588,Maryse Lambert
19589,Berti Gonzalez
19590,Miro Pevenage
19591,Johnny Lloyd
19592,Eduardo Vega
19593,Hendrik Nuyttens
19594,Laure Machtelinckx
19595,Peter Van Den Bosch
19596,Yannick Yvars
19597,Adinda Goddyn
19598,André Grégoire
19599,Michael Gore
19600,Raymond Devos
19601,Anna Tenta
19602,Annemie Maes
19603,Pascal Houspie
19604,Slavcho Malenov
19605,Carlos Semprun-Maura
19606,Brieuc Wathelet
19607,Erik Bulckens
19608,Anne Masson
19609,Marie De Corte
19610,Bie Gythiel
19611,Mikhaël Regni
19612,Jyoti Singh
19613,Vanessa Covent
19614,Lina Saneh
19615,Adam El Hammouchi
19616,Silvia Burgermeister
19617,Misha Mengelberg
19618,Kris Defoort
19619,Michael Yallop
19620,Sam Lowyck
19621,Roel De Ruijter
19622,Greet Prové
19623,Jappe Claes
19624,Bennie Van Velzen
19625,Violeta Todo Gonzalez
19626,Joséphine Evrard
19627,Bep Keersmaekers
19628,François Coppée
19629,Karel Meijers
19630,Sofie Rapsaet
19631,Jo Offeciers
19632,Ruth Peel
19633,Susan Anthony
19634,Laura De Josselin De Jong
19635,Geertrui Daem
19636,Gosie Vervloessem
19637,Sainkho Namtchylak
19638,Werner Huysmans
19639,John Zwaenepoel
19640,Chelso Baylon
19641,Hervé Lamy
19642,Jeroen Lauwers
19643,Paul Goris
19644,Kurt Vanmaeckelberghe
19645,Silvio Berlusconi
19646,Ruth Rosenfeld
19647,Young Jun Shin
19648,Frank Vaganee
19649,Steve Collins
19650,Nicole Petit
19651,Johan Vancompernolle
19652,Uwe Eric Laufenberg
19653,Peter Clasen
19654,Dorien van Den Broeck
19655,Jeroen De Cock
19656,Christoph Walder
19657,Lionel Jacqmin
19658,Liza Kollau
19659,Franco Ferucci
19660,Alexandrina Miltcheva
19661,Hannelore Marynen
19662,Richard Hetherington
19663,Pieter Van Keer
19664,Johanna Kirsch
19665,Sigrid Tanghe
19666,Romana Beutel
19667,Marnix Rummens
19668,Ferry Kaljee
19669,Maria Helena Falé
19670,Vincent van der Valk
19671,Sam de Waele
19672,Lydia Chagoll
19673,David Helbich
19674,Vitor Garcia
19675,Malika Ahali
19676,Steven Bernstein
19677,Philip Van Bastelaere
19678,Roman Santos
19679,Joris Erven
19680,Hans Stockmans
19681,Rita Vanhaecke
19682,Danny Cobbaut
19683,Wilhelm & Jacob Grimm
19684,Kurt Bethuyne
19685,Frédérick Denis
19686,Pat Riské
19687,Remco de Jong
19688,Jean-François Roversi
19689,Jo Raman
19690,Nele Baert
19691,Tuomas Pursio
19692,Helmi Demeulemeester
19693,Ana Vujanović
19694,Sebastiaan Luttik
19695,Lawrence Renes
19696,Kathleen Dols
19697,Wim Huys
19698,Christophe Morisset
19699,Alain Elsen
19700,Patrick Sterckx
19701,Jessie Jackson
19702,Kenny Martens
19703,Cristina Blanco
19704,Anneleen Aerts
19705,Remi Laplasse
19706,Paul Auster
19707,Sadettin Kirmiziyüz
19708,Bart Verlaenen
19709,Mauricio Kagel
19710,Hugo Van Look
19711,Katrien Geebelen
19712,Natalie Stoks
19713,David Van Hove
19714,Ilythyia De Lignière
19715,Pauline Kalker
19716,Bert André
19717,Nik De Herdt
19718,Marcel Van Keer
19719,Flavio D'Andrea
19720,Gregg Baker
19721,Damjana Cerne
19722,Leo Van Der Zijden
19723,Lieselot De Saedeleer
19724,Clémence Herbert
19725,Etienne Dupuis
19726,Michael Minjauw
19727,Anne Nuyts
19728,Tom Dupont
19729,Brigitte Dedry
19730,Annelore Kodde
19731,Andreia Maria Pereira Rodrigues
19732,Peter Despiegelaere
19733,Elke Daelman
19734,Juliet Van Bauwel
19735,Freddy Claeys
19736,Liesbeth Tyvaert
19737,Benjamin Dandoy
19738,Kaspar Glarner
19739,Verena Billinger
19740,Filip Peeters
19741,Féria Simon
19742,Joseph Conrad
19743,Pascal Macou
19744,Patrick Schramm
19745,Bart Aga
19746,John McGuire
19747,Sven Neumann
19748,Patricia Lopez
19749,Paul du Gay
19750,Christophe Delporte
19751,Robbe Langeraert
19752,Catherine Travelletti
19753,Guy Van Sande
19754,Kurt Vandendriessche
19755,Josiane Kimbaut
19756,Bo Verspaendonck
19757,Marceline Keirsbulck
19758,Sofie Joan Wouters
19759,Luc Poppe
19760,Dirk De Batist
19761,Edward Gorey
19762,Tobi Bello
19763, Plato
19764,Marie-Louise Wilderyckx
19765,Dominic Huber
19766,Paul Ardui
19767,Kinga Dobay
19768,Kristel Bekaert
19769,John Tomlinson
19770,Howard Philips Lovecraft
19771,Martin Mahaux
19772,Modest Petrovitsj Moesorgski
19773,Annelies Cras
19774,Joëlle Auspert
19775,Hector Berlioz
19776,Isabel Peeters
19777,Anne Hardy
19778,Céline Fraipont
19779,Carlos Bruneel
19780,Andreas Spering
19781,Damien Zuidhoek
19782,Johan Vercruyssen
19783,Eva Gysel
19784,Joke Van Tilborg
19785,Penina Schwepper
19786,Rainer Trost
19787,Katja Pire
19788,Bram Ankersmit
19789,Andrea Csaszni Rygh
19790,Allan Bertin
19791,Purni Morell
19792,Bettina Auer
19793,François Nys
19794,Jan Christiaens
19795,Samuel Sweetlove
19796,Jabi Bustamante
19797,Gonda De Smedt
19798,Mitsiko Shimura
19799,Muriel Boutreur
19800,Wolfgang Heinz
19801,Nick Peeters
19802,Gert Van Hoogten
19803,Ruth Olaizola
19804,Kari Ronnekleivv
19805,Athol Farmer
19806,Judith Willems
19807,Lut Lievens
19808,Colette Venken
19809,Rebecca Rosen
19810,Cisse Van der Veken
19811,Edouard De Boey
19812,Thomas Logghe
19813,Bart Vandessel
19814,Soya Smolyaninova
19815,Roger Hamilton
19816,Thanassis Valtinos
19817,Eveline Vanassche
19818,Rahel Studer
19819,Henri Cain
19820,Katrien Van Wassenhove
19821,Els Bongers
19822,Romain Deconinck
19823,Reinier Tweebeeke
19824,Anita Dur
19825,Laura Lecluyse
19826,Nicole Mossoux
19827,Albert Daenekindt
19828,Tommi Korpela
19829,Niels Jacobs
19830,Duke Ellington
19831,Jan Castelein
19832,Shinji Abe
19833,Julie  Cafmeyer
19834,Nicky Aerts
19835,Maartje Everaert
19836,Camille de Bonhomme
19837,Luc Devos
19838,Bruce Campbell
19839,Agnetha Broos
19840,Brecht Govaert
19841,Mieke Windey
19842,Maartje Van Tijn
19843,Caroline Wagner
19844,Marleen De Vos
19845,Thomas Rösner
19846,Christian Spuck
19847,Elhadji Abdourahmane Ndiaye
19848,Marcel Schmitz
19849,Karlijn Sonderen
19850,Olivier Dubois
19851,Ibrahim Benyardu
19852,Titus Engel
19853,Melina Logie
19854,Sachli Gholamalizad
19855,Hugo Geldhof
19856,Said Henareh
19857,Eefje Wijnings
19858,Steve Van De Perre
19859,Guido Faelens
19860,Flup Buys
19861,Raf Peeters
19862,Manah Depauw
19863,Koen Van Roey
19864,Lies Rotthier
19865,Simon Halsberghe
19866,Kaat De Windt
19867,Roman Trekel
19868,Anton Webern
19869,Jim O'Rourke
19870,Pepijn De Paepe
19871,Barbara Lebow
19872,Josh Martin
19873,Helga Demeyere
19874,Stephen Curtis
19875,Thibault Vancraenenbroeck
19876,Patrick Geeraerts
19877,Frank De Winne
19878,Oliver Koch
19879,Pieter Gaudesaboos
19880,Gerrie de Vries
19881,Charles Mee
19882,Ilse Daems
19883,Febe Heyvaert
19884,Kim Ceysens
19885,Joost Van Dijk
19886,Henry Purcell
19887,nicolas simeha
19888,Severin Hofmann
19889,Mathis Schellekens
19890,Joost Cuypers
19891,Tom Cairns
19892,Vania D'Angelo
19893,Nicolas Callot
19894,Wolfram Ghesquière
19895,Fred Braeckman
19896,David Leavitt
19897,Lilith Tremmery
19898,Michael Autenrieth
19899,Maria Bengtsson
19900,Jane Austen
19901,David Veldeman
19902,Anthony Burgess
19903,Pieter Matthynssens
19904,Arno Reyns
19905,Fabien Prioville
19906,Yildiz Ozkan
19907,Veerle Tytgat
19908,Reinder Pols
19909,Jérémy Olivier
19910,Kris Vansteelandt
19911,Tinne Van Gelder
19912,Djemsid Zejnelov
19913,Elke Vandersypen
19914,Alain Leenen
19915,Sofia Asencio
19916,Caroline Verbrugghe
19917,Michael De Smet
19918,Vincent Mathijs
19919,Fabio Armiliato
19920,Voin de Voin
19921,Chatarina Palme
19922,Miegelt Lindberg
19923,Erik Bielen
19924,Joel Williams
19925,Hilde Vandingenen
19926,Yves Degryse
19927,Alina  Kneepkens
19928,Olivier Balzarini
19929,Alain Eloy
19930,Bruno De Lille
19931,Tis Daneels
19932,Zoltán Nagy
19933,Carine Hofstra
19934,Alexandra Deshorties
19935,Bah Mamadou Halfi
19936,Wannes Verhees
19937,Cindy Eykens
19938,Sara Baeten
19939,Nicole Chevalier
19940,Abdellah Noukrati
19941,Eric Carle
19942,Olivier Pé
19943,Ad Noyons
19944,Linda Blomqvist
19945,Julianne Young
19946,Björn De Wachter
19947,Thomas Van Ostaede
19948,Dille Mazouni
19949,Maria Bossers
19950,Silvana Dussmann
19951,Sylvie Buytaert
19952,Kristof Van Gestel
19953,Wim Catrysse
19954,Martina Griewank
19955,Stijn 
19956,Nele Carlier
19957,Hicham Bougdim
19958,Hugo Danckaert
19959,Liesbeth Hermans
19960,Robert Brasseur
19961,Francesca Patané
19962,Giacinto Scelsi
19963,Elisabeth Sturtewagen
19964,Nico Balthussen
19965,Connie Palmen
19966,Louise Crane
19967,Charles Hens
19968,Justin Levine
19969,Jan Godier
19970,Nuno Bizarro
19971,Yvonne Naef
19972,Chris Eykens
19973,Ernest Thompson
19974,Pétro Opanassovitch Lubenoc
19975,Brent Vanneste
19976,Matt Atkinson
19977,Sanne Boelaert
19978,Walter Joris
19979,Taichi Yamagata
19980,Mohammed Nssardin
19981,Lidewij Van der Voort
19982,Zeger Vandersteene
19983,Melina Mastrotanasi
19984,Els Berckmans
19985,Juan Benítez
19986,Sasha Rosen
19987,Kidist Goffeau
19988,Yvo Mentens
19989,Stefan Boonen
19990,Marie Mistiaen
19991,Jan Willem Baljet
19992,Katrien Vandendries
19993,Yorick Stam
19994,Jan Van Moer
19995,Joel Grignard
19996,Timur Magomedgadzjeyev
19997,Lily De Almeida
19998,Bert Anckaert
19999,Bennert Van Cottem
20000,Roland Plaetinck
20001,Galina Simkina
20002,Isabelle Di Venoza
20003,Bastian Trost
20004,François couperin
20005,Kim Hiorthoy
20006,Thomas Gerard
20007,Rob Van Erkelens
20008,Pedro Leandro
20009,Willy De Nayer
20010,Chris Vanneste
20011,David Van Belleghem
20012,Lambert S'heeren
20013,Sven Verkissen
20014,Brecht Ghijselinck
20015,Vladimir Popov
20016,Ravi Shankar
20017,Robbert Goyvaerts
20018,Raimund Aman
20019,Hans Van Gelder
20020,Jan Devos
20021,Irma van de Geguchte
20022,Samir El Yamni
20023,Lien De Graeve
20024,Felix Van Groeningen
20025,Edward Vanhoutte
20026,Leentje Vandenbussche
20027,Anne Demeere
20028,Tom Visser
20029,Christophe Haddad
20030,Rudolf Lucieer
20031,Johan Clasen
20032,Morten J Olsen
20033,Ulricke Deppner
20034,Timoty Cowchman
20035,Karin Voykowitsch
20036,Jan Stuyck
20037,Yuri Grigorovich
20038,Geertje Lambrighs
20039,Maartje-Maria den Herder
20040,Darius Milhaud
20041,Frank Wijdenbosch
20042,Hester Boverhuis
20043,Aliye Kurumlu
20044,Mehrnoush Rahmani
20045,Annas El Omri
20046,Boris Debackere
20047,Ines Plançon
20048,Benjamin Vandewalle
20049,Thomas Vandecasteele
20050,Hiba Harbash
20051,Hubertus Mayr
20052,Chantal Levie
20053,Marcel Rosca
20054,Thomas Proksch
20055,Giulia Tonelli
20056,Rufus Collins
20057,Ramon Graell
20058,Sylvi Kretzschmar
20059,Filip Jordens
20060,Anthony Macllwain
20061,Lotfi Yahya
20062,Gregory Yurisich
20063,Donna Vrijhof
20064,Lisa Smolders
20065,Rudi De Smet
20066,Sylvie Vanmaele
20067,Klavertje Patijn
20068,Manu Van Thillo
20069,Amir Hosseinpour
20070,Caroline Van De Populiere
20071,Els Duponchelle
20072,Hélio Santos
20073,Bram Vandeghinste
20074,Fabien Sollar
20075,Kristiane Kaiser
20076,Eric Speller
20077,Linda Lovrovic
20078,Sanja Mitrović
20079,Maaike Neuville
20080,Do Van Stek
20081,Koen  van Oosterhout
20082,Mark Van Damme
20083,Georg Paucker
20084,Peter Evans
20085,Samuel Garcia Minguillon
20086,Ann-Christine Larsson
20087,Deborah De Ridder
20088,Anissa Zahi
20089,Martina Bovet
20090,Paul Wouters
20091,Corinne Romijn
20092,Anton Shablinsky
20093,Willem Elsschot
20094,Guillaume Vyncke
20095,Harrie Smulders Jr
20096,Cordelia Lange
20097,Klaas Keirse
20098,Leïla Ben Mosbah
20099,Tom Van Den Broeck
20100,Huub Vinken
20101,Jacques Does
20102,Dirk Ayelt Kooiman
20103,Willie Dixon
20104,Gert Aertsen
20105,Martin Schwab
20106,Jo Massin
20107,Mohammed Hassan Madjooni
20108,Tom Schenk
20109,Anna Schoonbroodt
20110,Grace Schwindt
20111,Giuseppe Giacomini
20112,Jan Pollet
20113,Karen Schroeven
20114,Sebastien Cneude
20115,Silvio Espirito
20116,Ayat Najafi
20117,Nico Boon
20118,Yoan Robin
20119,Ine Braeckman
20120,Rob Berends
20121,Pia Maier-Schriever
20122,Annuska Rodrigues Bento
20123,Maarten Boegborn
20124,Marie-Jeanne Perrissinotto
20125,Tim Van Merode
20126,Eefje Bocklandt
20127,Theo Van Baarle
20128,Bénédicte Verhegghen
20129,Elly Clarke
20130,Lizi D'Hondt
20131,Kaltoum Boufangacha
20132,Birgitta Svendén
20133,Annica Muller
20134,Ninke Gryp
20135,Babiche Ronday
20136,Ronald Verhaegen
20137,Walter Merhottein
20138,Sine Van Mol
20139,Pieter Blancke
20140,Luke George
20141,Jeanne Raes
