,Lijst van personen,Gender,Stad,Land,Postcode,Count van producties
562,Walter Hus,110.0,Brussel,België,,35
563,Claire Croizé,109.0,Sint-Gilles,België,,59
564,Mui-Ling Verbist,109.0,Gent,België,,3
565,Danny D'haene,110.0,Gent,België,,8
566,Dirk Buyse,110.0,Zottegem,België,,178
567,Peter Gorissen,110.0,Amsterdam,Nederland,,47
568,Xiomara Reyes,109.0,Antwerpen,België,,21
569,Pedro Ronaldo,110.0,,België,,3
570,Mirjam Devriendt,109.0,Brussel,België,,20
571,Bram De Win,110.0,Lier,België,,19
572,Frans Poelstra,110.0,,Nederland,,4
573,Anita Ryngaert,109.0,,België,,1
574,Kirsten Prop,109.0,,België,,1
575,Christian Lujan,110.0,,Colombia,,1
576,Hélène De Vos,109.0,,België,,2
577,Pascale Platel,109.0,Gent,België,,139
578,Lucas De Winter,110.0,,België,,3
579,Kaat Van Zomeren,109.0,Antwerpen,België,,16
580,Danny Devos,110.0,Borgerhout,België,,8
581,Max Goekint,110.0,,België,,2
582,Lize Pede,109.0,,België,,5
583,Delphine Maenhout,109.0,Oostende,België,,3
584,Danny Blancquart,110.0,,België,,2
585,Kristien Wintmolders,109.0,,België,,1
586,Gabriel Garrido,110.0,,Argentinië,,3
587,Bruno Roels,110.0,,België,,1
588,Jo Ackermans,110.0,Sint-Jan-Molenbeek,België,,1
589,Mario joos,110.0,,België,,1
590,Reinout Dewulf,110.0,,België,,2
591,Ulrika Kinn Svensson,109.0,,België,,22
592,Veva De Blauwe,109.0,Antwerpen,België,,30
593,Hiroko Sakakibara,110.0,Antwerpen,België,,24
594,Geert Dauwe,110.0,Gent,België,,20
595,Krijn Hermans,110.0,Brussel,België,,28
596,Willem de Wolf,110.0,ONBEKEND,Nederland,,40
597,Katarina Karneus,109.0,Stockholm,Zweden,,1
598,Kwint Manshoven,110.0,,België,,105
599,Anne-Lore Baeckeland,109.0,Gent,België,,18
600,Philippe Cam,110.0,Schaarbeek,België,,1
601,Marieke Boone,109.0,,België,,1
602,Ula Sickle,109.0,Brussel,België,,59
603,Kathleen Treier,109.0,,België,,3
604,Sarah Vanagt,109.0,Gent,België,,6
605,Tessa Vanhees,109.0,,België,,1
606,Vanessa Barbier,109.0,Deinze,België,,6
607,Bart Huybrechts,110.0,,België,,24
608,Isabelle Lhoas,109.0,Brussel,België,,93
609,Caroline Basyn,109.0,,België,,5
610,Filip Bral,110.0,Brussel,België,,106
611,Tijs Delbeke,110.0,,België,,19
612,Wini Jacobs,110.0,Antwerpen,België,,97
613,Brecht Hermans,110.0,Hasselt,België,,15
614,Guido Maeremans,110.0,Antwerpen,België,,153
615,Einat Tuchman,109.0,Brussel,België,,57
616,Bert Popelier,110.0,Antwerpen,België,,9
617,Bill Barberis,110.0,,België,,1
618,Diane Van Der Aa,109.0,,België,,2
619,Vincent Minne,110.0,,België,,5
620,Mark Jeanty,110.0,,België,,8
621,Lu Marivoet,109.0,,België,,9
622,Marc Vandijck,110.0,,België,,1
623,An Van Dienderen,109.0,Gent,België,,4
624,Tom Vermeir,110.0,Gent,België,,59
625,Roberto Meijer,110.0,,België,,1
626,Anna Luyten,109.0,Brussel,België,,3
627,Daniël Moons,110.0,Gent,België,,4
628,Roel Verhavert,110.0,,België,,4
629,Adrienne Altenhaus,109.0,Rotterdam,Nederland,,26
630,Hilde Van Haesendonck,109.0,Mechelen,België,,130
631,Steph Baeyens,110.0,Schoten,België,,37
632,Els Reynaert,109.0,Gent,België,,2
633,Karlijn Karsten,109.0,Leuven,België,,1
634,Nico Cardone,110.0,,België,,2
635,Charles Michiels,110.0,,België,,1
636,Toto Kisaku,110.0,Kinshasa,Congo,,2
637,Leen Thielemans,109.0,Antwerpen,België,,11
638,Linda Lugtenborg,109.0,,Nederland,,4
639,Kristien Steegmans,109.0,Brussel,België,,6
640,Thierry Vandemoortele,110.0,,België,,1
641,Paul Matthys,110.0,,België,,19
642,Wido Platteau,110.0,,België,,1
643,Betsy Vreys,109.0,Denderleeuw,België,,13
644,Katrien Seeuws,109.0,Brussel,België,,5
645,Tina Maerevoet,109.0,Leuven,België,,11
646,Rose-marie Bergmans,109.0,Temse,België,,48
647,Melanie Wirz,109.0,,Zwitserland,,5
648,Joshi Hermans,110.0,,België,,1
649,Saar Quatacker,109.0,,België,,3
650,Maarten Van Winckel,110.0,,België,,1
651,Johan Sips,110.0,Antwerpen,België,,4
652,Karlijn Karsten,109.0,,België,,4
653,Margot Vyverman,109.0,Heverlee,België,,6
654,Jeroen Van der Fraenen,110.0,,België,,9
655,Michaël de Roo,110.0,,België,,1
656,Maarten Flamand,110.0,,België,,2
657,Patricia Jansen,109.0,BERINGEN,België,,4
658,Adva Zakai,109.0,Brussel,België,,15
659,Nicola Bahna,110.0,Vorst,België,,8
660,Harry Cole,110.0,Antwerpen,België,,152
661,Julie Delrue,109.0,,België,,12
662,Herman Venderickx,110.0,,België,,6
663,Natalie Schrauwen,109.0,Borgerhout,België,,26
664,Dirk Baert,110.0,Antwerpen,België,,22
665,Jacques Peeters,110.0,Amsterdam,Nederland,,2
666,Peter Van Kraaij,110.0,Brussel,België,,67
667,Sven Goyvaerts,109.0,,België,,2
668,Luc Springuel,110.0,Mechelen,België,,143
669,Heleen Driesen,109.0,,België,,1
670,Nele Van den Broeck,109.0,Merchtem,België,,36
671,Viola Vandomme,109.0,Sint-Amandsberg (Gent),België,,37
672,Camilia Blereau,109.0,Antwerpen,België,,116
673,Bostjan Antoncic,110.0,,Slovenië,,31
674,Jean Ray,110.0,,België,,4
675,Sam Vanoverschelde,110.0,,België,,6
676,Mira Walschot,109.0,,België,,3
677,Peter Van De Velde,110.0,Lier,België,,11
678,Frans Van Der Aa,110.0,Humbeek,België,,190
679,Jan Van Vlijmen,110.0,Amsterdam,Nederland,,3
680,Kristof Van Dijck,110.0,,België,,1
681,Oliver Roels,110.0,Gent,België,,43
682,Stéphan Batselier,110.0,,België,,1
683,Paul Mennes,110.0,Antwerpen,België,,29
684,Astrid Annicaert,109.0,Brussel,België,,5
685,Nicky Tichelaar,109.0,,Nederland,,1
686,Caroline Meerschaert,109.0,,België,,11
687,Martine Ketelbuters,109.0,Brussel,België,,12
688,Stefan Thaens,110.0,,België,,8
689,Jessie Meiriaen,109.0,,België,,1
690,Nathalie Delcroix,109.0,,België,,2
691,Nele Vereecken,109.0,Brussel,België,,27
692,Luk Nys,110.0,,België,,66
693,Inge Appermont,109.0,Houthalen-Helchteren,België,,1
694,Philippe Boesmans,110.0,Brussel,België,,14
695,William Phlips,110.0,Gent,België,,86
696,Michael Blass,110.0,LEEDS,Groot-Brittannië,,3
697,Ilse Van den Dorpel,109.0,,België,,1
698,Daan Roofthooft,110.0,,België,,1
699,Marieke Van Hooff,109.0,Aartselaar,België,,2
700,Michel Mentens,110.0,Brussel,België,,16
701,Liliane Huybrechts,109.0,Hasselt,België,,3
702,Iñaki Azpillaga,110.0,Brussel,België,,34
703,Jochem Baelus,110.0,,België,,10
704,Katrin Bombe,109.0,,België,,1
705,Pieterjan Coppejans,110.0,,België,,4
706,Tim Clement,110.0,,België,,69
707,Jens Thomas,110.0,,België,,5
708,Bardad Daidj Nawfel,110.0,,België,,1
709,Tijl Dauwe,110.0,,België,,1
710,Enrique Vargas,110.0,,België,,5
711,Anne Mousselet,109.0,Brussel,België,,27
712,Paul Contryn,110.0,Mechelen,België,,420
713,Kris Verdonck,110.0,Brussel,België,,139
714,Eddy Spruyt,110.0,Merelbeke,België,,95
715,Victor Lauwers,110.0,,België,,3
716,Eddy Latine,110.0,Elewijt,België,,16
717,Gert Portael,109.0,Antwerpen,België,,66
718,Truus Bronkhorst,109.0,Amsterdam,Nederland,,6
719,Merel Van Huisstede,109.0,,België,,1
720,Jens Bouttery,110.0,,België,,18
721,Tennessee Williams,110.0,,Verenigde Staten van Amerika,,35
722,Pieter Van Buyten,110.0,,België,,4
723,Léonil McCormick,110.0,,België,,6
724,Annelore Van Eycken,109.0,,België,,3
725,Leen Van De Wouwer,109.0,Herenthout,België,,1
726,Inés Sauer,109.0,Amsterdam,Nederland,,4
727,Sien Diels,109.0,Winksele,België,,16
728,Brechtje Louwaard,109.0,Antwerpen,België,,57
729,Marnix Verduyn,110.0,Antwerpen,België,,29
730,David Janssens,110.0,Elsene,België,,3
731,Amelia Socovinho,109.0,,Mozambique,,1
732,Ayesha Künzle,109.0,Antwerpen,België,,2
733,Paul Wilms,110.0,,België,,8
734,Maria Stockmans,109.0,Deurne,België,,1
735,Filip Heirwegh,110.0,,België,,1
736,Nathalie Mozarin,109.0,,Andorra,,1
737,Annelies Dhooge,109.0,Kortrijk,België,,5
738,Joe Baele,110.0,Gent,België,,16
739,Thomas Hanenberg,110.0,,België,,3
740,Inès Eshun,109.0,,België,,1
741,Greta Goiris,109.0,Glabbeek,België,,39
742,Hans Kemna,110.0,Amsterdam,Nederland,,7
743,Johan De Bock,110.0,,België,,1
744,Benjamin Sercu,110.0,,België,,9
745,Imre Kertész,110.0,,Hongarije,,1
746,Katty Van Beeck,109.0,,België,,7
747,Rafaël Theunis,110.0,,België,,2
748,Francis Verdoodt,110.0,Bonheiden,België,,17
749,Philippe Van de Velde,110.0,,België,,129
750,Frank Vranckx,110.0,Brussel,België,,1
751,Paul Emond,110.0,Brussel,België,,4
752,Marie Caeyers,109.0,,België,,1
753,Marlies Tack,109.0,De Pinte,België,,18
754,Peter Fol,110.0,,België,,28
755,Peter Van Dijck,110.0,-,België,,3
756,Erika Sainte,109.0,,België,,1
757,Sabine Vanhoutte,109.0,,België,,1
758,Laurie Reijs,109.0,,Nederland,,1
759,Arthur Miller,110.0,,Verenigde Staten van Amerika,,43
760,Maaike Wuyts,109.0,Brussel,België,,1
761,Dirk Veulemans,110.0,,België,,3
762,Dirk Van Esbroeck,110.0,,België,,45
763,Stef De Paepe,110.0,Borgerhout,België,,102
764,Jan Goossens,110.0,Brussel,België,,32
765,Charlotte Verlinden,109.0,,België,,6
766,Charles Cornette,110.0,Hoboken,België,,165
767,Elias Heuninck,110.0,,België,,2
768,Jamil Sumiri,110.0,,Nederland,,1
769,Marc Vanrafelghem,110.0,Brugge,België,,3
770,Inge Van Olmen,109.0,Borgerhout,België,,21
771,Lore Rabaut,109.0,Gent,België,,11
772,Oscar Jan Hoogland,110.0,,België,,4
773,Dirk De Strooper,110.0,,België,,147
774,Inge Floré,109.0,Antwerpen,België,,13
775,Rudolf Werthen,110.0,Sint-Martens-Latem,België,,11
776,Bert Dombrecht,110.0,,België,,4
777,Daisy Thys,109.0,Wuustwezel,België,,9
778,Benjamin Vandewalle,110.0,,België,,55
779,Frank Aendenboom,110.0,,België,,122
780,Monik Vanderlooven,109.0,,België,,1
781,Giulia Sugranyes,109.0,Brussel,België,,29
782,Koos Elfering,110.0,Amsterdam,Nederland,,4
783,Kevin Trappeniers,110.0,Brecht,België,,20
784,Lieve Meeussen,109.0,Brussel,België,,76
785,Luc Pay,110.0,,België,,1
786,Klaartje De Bonnaire,109.0,Antwerpen,België,,5
787,Liv Van Aelst,109.0,,België,,4
788,Han Nass,109.0,Antwerpen,België,,16
789,Mona Verschoenwinkel,109.0,,België,,1
790,Stefan Geudens,110.0,,België,,4
791,Frisia Donders,109.0,Brussel,België,,8
792,Ubi Michiels,110.0,,België,,1
793,Tom Van Bauwel,110.0,Borgerhout,België,,80
794,Nathan Van den Broeck,110.0,,België,,1
795,Sara De Bosschere,109.0,Borgerhout,België,,131
796,Mark Vandenbos,110.0,Asse,België,,51
797,Laure Dever,109.0,,België,,11
798,Frédéric Dussenne,110.0,Bruxelles,België,,4
799,Dirk Seghers,110.0,Sint-Pieters-Woluwe,België,,6
800,Suki Minner-Goossens,109.0,,België,,3
801,Jeroen Verrecht,110.0,,België,,11
802,Gijs Scholten Van Aschat,110.0,,Nederland,,7
803,Eva Claessens,109.0,Sint-Denijs-Westrem,België,,2
804,Dieter Munck,110.0,-,België,,5
805,Bert Dalhuysen,110.0,,België,,3
806,Giovanni De Timmerman,110.0,Gent,België,,1
807,Stefanie Carp,109.0,,België,,9
808,David Van Hove,110.0,,België,,43
809,Iker Sánchez,110.0,,Spanje,,1
810,Marilou Mermans,109.0,Deurne,België,,111
811,Ingrid Vreke,109.0,Genval,België,,7
812,Charlene Schmeltz,109.0,,België,,2
813,Saskia de Coster,109.0,Leuven,België,,8
814,Zita Gerenday,109.0,,België,,1
815,Alain Van Goethem,110.0,Brugge,België,,4
816,Jaak Van Assche,110.0,Bonheiden,België,,149
817,Ludo Luykx,110.0,Gent,België,,5
818,Elke Vanlerberghe,109.0,,België,,4
819,Joël Hanssens,110.0,Gent,België,,34
820,Lieselot Mariën,109.0,Gent,België,,5
821,Frances Lefebure,109.0,,België,,4
822,Céline Perroud,109.0,Brussel,België,,7
823,Kurt Even,109.0,,België,,1
824,Eriek Verpale,110.0,Lebbeke,België,,17
825,Peter Spaepen,110.0,,België,,21
826,Kristof Van den Eynde,110.0,,België,,1
827,Fred Geysels,110.0,Turnhout,België,,13
828,Koen van Kaam,110.0,,België,,87
829,Maria Clara Villa-Lobos,109.0,Bruxelles,Brazilië,,46
830,Bas Paijmans,110.0,,België,,12
831,Iris Thissen,109.0,,België,,2
832,Marion Tassou,109.0,,Frankrijk,,4
833,Anuschka Von Oppen,109.0,,België,,20
834,Mattias De Leeuw,110.0,,België,,9
835,Chris Wijns,110.0,SINT-PIETERS-LEEUW,België,,2
836,Sara De Smedt,109.0,Opwijk,België,,3
837,Marc Schillemans,110.0,BERCHEM,België,,133
838,Gisèle Vienne,109.0,,Frankrijk,,10
839,Bert Hellemans,110.0,Borgerhout,België,,24
840,Marc Moens,110.0,,België,,4
841,Maria Bossers,109.0,Hoboken,België,,160
842,Elisa Doekoe,109.0,,België,,1
843,Fran Lomme,109.0,Brussel,België,,3
844,Inge Schaillée,109.0,Brugge,België,,6
845,Nathalie De Schepper,109.0,,België,,31
846,Carine Tonnard,109.0,,België,,2
847,Gian Berto Vanni,110.0,,Italië,,3
848,Dominique Van Hof,109.0,,België,,1
849,Vincent Riebeek,110.0,,België,,23
850,Peter Weiss,110.0,,Duitsland,,14
851,Ronnie Commissaris,110.0,Sint-Martens-Latem,België,,98
852,Graciela Zaera,109.0,,België,,2
853,Joanne D'Mello,109.0,,India,,4
854,Hedwig Billet,110.0,,België,,1
855,Jan  Van den Bosch,110.0,,België,,5
856,Guy Segers,110.0,Mechelen,België,,53
857,Geert Van Doorselaere,110.0,Kessel-Lo (Leuven),België,,5
858,Wouter Hessels,110.0,Brussel,België,,12
859,Marjan De Schutter,109.0,Zandhoven,België,,20
860,Vera van der Poel,109.0,,Nederland,,2
861,Kurt Demey,110.0,Deurne,België,,43
862,Tony De Maeyer,110.0,Gent,België,,23
863,Harald Austbo,110.0,Amsterdam,Nederland,,18
864,Luc Hilderson,110.0,Mechelen,België,,2
865,Dirk Marteel,110.0,,België,,2
866,Jonne Wouters,110.0,,België,,1
867,Brecht Ieven,110.0,Eksel,België,,13
868,Janos Bruneel,110.0,,België,,8
869,Eric De Volder,110.0,Gent,België,,316
870,Nona Bal,109.0,,België,,11
871,Irma van de Geguchte,109.0,,België,,2
872,Koen Van Overmeiren,110.0,,België,,1
873,Kristel Deweerdt,109.0,Gent,België,,14
874,Judith Williquet,109.0,,België,,7
875,Yahya terryn,110.0,Gent,België,,69
876,Dirk Nielandt,110.0,Bazel,België,,1
877,Dimitri Verhulst,110.0,Gent,België,,16
878,Vincenzo Carta Ongakuaw,110.0,,Italië,,8
879,Filip Van Thuyne,110.0,De Pinte,België,,3
880,Henrik Ibsen,110.0,ONBEKEND,Noorwegen,,67
881,Inez Raspoet,109.0,Berchem,België,,1
882,Jan Van Hove,110.0,,België,,122
883,Katrien Masson,109.0,Gentbrugge,België,,1
884,Max Vandervorst,110.0,Evere,België,,1
885,Mark Van Denesse,110.0,,België,,147
886,Eveline Broekaert,109.0,Mechelen,België,,9
887,Valerie Masquilier,109.0,Antwerpen,België,,19
888,Lida Bos,109.0,,België,,15
889,Jo De Meyere,110.0,Merelbeke,België,,132
890,Stefan Perceval,110.0,Deurne,België,,158
891,Fred Bogaert,110.0,,België,,1
892,Cien Schelkens,109.0,Antwerpen,België,,1
893,Seppe Baeyens,110.0,,België,,38
894,Gina Brondeel,109.0,,België,,2
895,Kris De Volder,109.0,Hallaar,België,,78
896,Wei-Meng Poon,110.0,,Singapore,,2
897,Leen Persijn,109.0,Oosterzele,België,,157
898,Lenka Jarosikova,109.0,Antwerpen,België,,99
899,Catherine Thys,109.0,,België,,3
900,Sam Janssens,110.0,,België,,3
901,Jules-Henri Marchant,110.0,Etterbeek,België,,3
902,Jan Olieslagers,110.0,Elsene,België,,14
903,Antoine Pickels,110.0,Schaerbeek,België,,9
904,Tim Boone,110.0,,België,,6
905,George Tabori,110.0,,België,,9
906,Hans Van Dam,110.0,Amsterdam,Nederland,,39
907,Leo - Lew Nikolajewitsj - Tolstoj,110.0,,Federatie van Rusland,,13
908,Bert Vandenbussche,110.0,Sint-Amandsberg,België,,4
909,Iris Oehrle,109.0,,België,,1
910,Hasier Oleaga,110.0,,Spanje,,1
911,Marc Didden,110.0,Brussel,België,,10
912,Anne Somers,109.0,Berchem,België,,18
913,Lieve Moorthamer,109.0,Mariakerke,België,,101
914,Ugo Dehaes,110.0,Brussel,België,,75
915,Peter Rouffaer,110.0,Sint-Joris-Weert,België,,29
916,Hans Meier,110.0,,België,,4
917,Marie Van Kuyck,109.0,,België,,7
918,Lieselot Watté,109.0,,België,,1
919,Marieke Demunck,109.0,,België,,6
920,Eva Vermeiren,109.0,Hamont,België,,8
921,Catherine Van Poecke,109.0,,België,,3
922,Bojana Cvejić,109.0,Brussel,België,,65
923,Muriel Boutreur,109.0,Sint-Gillis,België,,1
924,Antjie Krog,109.0,,Zuid-Afrika,,2
925,Jef Naets,110.0,,België,,5
926,Marieke Van Leeuwen,109.0,Dordrecht,Nederland,,11
927,Jochem Bealus,110.0,,België,,1
928,Astrid Bossuyt,109.0,,België,,8
929,Armel Roussel,110.0,,België,,7
930,Charles De Meester,110.0,,België,,1
931,Brian Boenders,110.0,,België,,1
932,An De Donder,109.0,Antwerpen,België,,154
933,Liliane Derre,109.0,,België,,3
934,Nathalie Tabury,109.0,Mechelen,België,,24
935,Caroline Rottier,109.0,Vilvoorde,België,,70
936,Roxane Huilmand,109.0,Jette,België,,43
937,Peter Biloen,110.0,,België,,1
938,Neil LaBute,110.0,,Verenigde Staten van Amerika,,7
939,Maarten Claeyssens,110.0,Antwerpen,België,,23
940,Jaak Vermeulen,110.0,Oosterzele,België,,156
941,Ronald Commers,110.0,-,België,,2
942,Hervé Yvrenogeau,110.0,,België,,12
943,Govert Deploige,110.0,Gent,België,,22
944,Mia Boels,109.0,Deurne,België,,13
945,Taira Kensuke,109.0,,België,,4
946,Jåån Hellkvist,110.0,,Noorwegen,,2
947,Frank Focketyn,110.0,Essen,België,,90
948,Raïssa Hans,109.0,,België,,50
949,Jaroslav Hašek,110.0,,Tsjechische Republiek,,6
950,Els Willems,109.0,,België,,1
951,Hilde De Baerdemaeker,109.0,Gent,België,,22
952,Roger Van Ransbeek,110.0,Brussegem,België,,9
953,Aysem Sunal,110.0,Antwerpen,België,,25
954,Sara De Potter,109.0,,België,,1
955,Saar Deroo,109.0,Ieper,België,,1
956,Sven De Ridder,110.0,,België,,105
957,Danie Jordens,110.0,Hasselt,België,,13
958,Dave Pepels,110.0,,België,,1
959,Eric De Zitter,110.0,Kapelle-op-den-Bos,België,,12
960,Eve Hopkins,109.0,,Nederland,,4
961,Paul Kerstens,110.0,Antwerpen,België,,6
962,Johan Heestermans,110.0,Antwerpen,België,,49
963,Carla Python,109.0,,België,,1
964,Ludwig Bindervoet,110.0,,België,,5
965,Simon Van Heukelom,110.0,,België,,2
966,Edit Kaldor,109.0,,België,,30
967,Roger Van Kerpel,110.0,Zandvliet,België,,109
968,Marjolein Vogels,109.0,,Nederland,,9
969,Eva Wilsens,109.0,Brussel,België,,10
970,Hans Royaards,110.0,Antwerpen,België,,80
971,Annelies Van Gramberen,109.0,,België,,5
972,Geert Gyssels,110.0,Westmalle,België,,3
973,An Lombaerts,109.0,,België,,8
974,Marlene De Smet,109.0,Mechelen,België,,10
975,Sandra Van Kelst,109.0,-,België,,9
976,Hedwig Degelaen,109.0,Brussel,België,,6
977,Eko Noah,110.0,Antwerpen,België,,3
978,Kamagurka,110.0,Gent,België,,7
979,Yu Chieh Lai,109.0,,Taiwan (Chinese Rep.),,2
980,Lalo Schifrin,110.0,,Argentinië,,1
981,Miel Van Hasselt,110.0,Brussel,België,,33
982,Luk Van den Dries,110.0,Borgerhout,België,,16
983,Mon Smet,110.0,,België,,1
984,Fatima Arrais,109.0,,België,,2
985,Tanja Oostvogels,109.0,Gent,België,,21
986,Els Theunis,109.0,Kessel-Lo,België,,105
987,Els Ingeborg Smits,109.0,,Nederland,,8
988,John Van Gestel,110.0,Antwerpen,België,,1
989,Rob Stütterheim,110.0,Brussel,België,,15
990,Elif Kormaz,109.0,,België,,2
991,Pierre Droulers,110.0,Paris,Frankrijk,,24
992,Dominique Mys,109.0,Gooik,België,,3
993,Vanja Maria Godée,109.0,Etterbeek,België,,2
994,Jowi Schmitz,109.0,Amsterdam,Nederland,,1
995,Muriel Bats,109.0,Borgerhout,België,,18
996,Johan Coignau,110.0,Affligem,België,,2
997,Rieks Swarte,110.0,Haarlem,Nederland,,19
998,Alex Van Haecke,110.0,Antwerpen,België,,66
999,Carla Hoogewijs,109.0,Schorisse,België,,55
1000,Diane Batens,109.0,Antwerpen,België,,37
1001,Mark Lorimer,110.0,Brussel,België,,86
1002,Ewelina Guzik,109.0,Brussel,België,,8
1003,Jonas Vermeulen,110.0,,België,,31
1004,Barbara Honnay,109.0,,België,,6
1005,Peggy Schepens,109.0,Brakel,België,,48
1006,Stijn Van Opstal,110.0,,België,,82
1007,Mark Deputter,110.0,Lisboa,Portugal,,1
1008,Jef Ravelingien,110.0,,België,,35
1009,Birgit Kersbergen,109.0,,België,,37
1010,Dieter De Mits,110.0,,België,,7
1011,Hugo De Greef,110.0,Sint-Martens-Lennik,België,,2
1012,Sven Spur,110.0,,België,,3
1013,Paul Fluch,110.0,,België,,3
1014,Pascal Lervant,110.0,Brugge,België,,15
1015,Tjyying Liu,110.0,Rotterdam,Nederland,,8
1016,Celia Bogaert,109.0,Maldegem,België,,4
1017,Pieter Embrechts,110.0,Antwerpen,België,,65
1018,Natascha De Smet,109.0,,België,,4
1019,Katleen Vinck,109.0,Antwerpen,België,,26
1020,Manon Huys,109.0,,België,,1
1021,David Michiels,110.0,Wambeek,België,,2
1022,José Van Dam,110.0,Rebaix,België,,39
1023,Esther Lybeert,109.0,Gent,België,,34
1024,Mieke Verheyden,109.0,Berchem,België,,51
1025,Frédéric Deschamps,109.0,,België,,1
1026,Trudo Engels,110.0,,België,,11
1027,Bart Vonck,110.0,Brussel,België,,6
1028,Cyriel Van Gent,110.0,SINT-AMANDSBERG,België,,140
1029,Geert Waegeman,110.0,,België,,71
1030,Will Ferdy,110.0,Hoboken,België,,30
1031,Anton Walgrave,110.0,,België,,4
1032,Jonas Leemans,110.0,Antwerpen,België,,13
1033,Ania Losinger,109.0,,België,,3
1034,Patricia Goemaere,109.0,Borgerhout,België,,36
1035,Els Olaerts,109.0,Willebroek,België,,67
1036,Olivier Tilleux,110.0,,België,,4
1037,Heidi Ehrhart,109.0,,België,,4
1038,Jorma Elo,110.0,,Finland,,1
1039,Hanne De Smedt,109.0,Leuven,België,,2
1040,Jan Godier,110.0,Gent,België,,5
1041,Marjolein Elvers,109.0,Zwijndrecht,België,,6
1042,Maaike Somers,109.0,,België,,1
1043,Brigitte Olivier,109.0,PARIS,Frankrijk,,1
1044,Michaël Bussaer,110.0,Gent,België,,6
1045,Cécile Chèvre,109.0,,België,,3
1046,Willem De Coster,110.0,Glabeek,België,,1
1047,Geert Vanoorlé,110.0,,België,,87
1048,Marc Vandermeulen,110.0,Gent,België,,36
1049,Hans Vandenberghe,110.0,,België,,1
1050,Iris Pede,109.0,Zottegem,België,,3
1051,Mike Michiels,110.0,Sint-Pieters-Leeuw,België,,18
1052,Christine Goris,109.0,,België,,12
1053,Bernadette Meeuws,109.0,TIENEN,België,,1
1054,Marta Hrafnsdóttir,109.0,,IJsland,,1
1055,Jan Christiaens,110.0,Antwerpen,België,,64
1056,Leonard Nolens,110.0,Berchem,België,,5
1057,Noor D'Heere,109.0,,België,,1
1058,Slava Samodurov,110.0,,Federatie van Rusland,,1
1059,Lorenza Di Calogero,109.0,Brussel,België,,1
1060,David Dermez,110.0,,België,,41
1061,Wouter Bruneel,110.0,,België,,56
1062,Roger-Philip Baum,110.0,Antwerpen,België,,6
1063,Antonio Montanile,110.0,Bruxelles,België,,5
1064,Johan De Feyter,110.0,Brecht,België,,4
1065,Anaïs Verniers,109.0,,België,,3
1066,Gerrit Komrij,110.0,ONBEKEND,Nederland,,4
1067,Patrick Vanderborght,110.0,,België,,3
